cluster_6:1-9898	chr1:1-9898	9898	1438	0.0856	1.07044899999999	12.49967
cluster_23:21515-29830	chr1:21515-29830	8316	2131	0.0851	1.35952199999999	15.984916
cluster_26:30331-37104	chr1:30331-37104	6774	5067	0.0757	4.08042199999992	53.9306409999999
cluster_32:42898-46207	chr1:42898-46207	3310	72	0.2306	0.376023	1.630713
cluster_34:46708-52868	chr1:46708-52868	6161	3761	0.0701	2.63207700000003	37.5490600000003
cluster_36:53369-57820	chr1:53369-57820	4452	137	0.2604	0.688979	2.646316
cluster_38:58321-64871	chr1:58321-64871	6551	4055	0.0849	1.53383999999999	18.0698289999999
cluster_55:75917-85449	chr1:75917-85449	9533	172	0.0952	0.380422	3.996611
cluster_67:90538-99961	chr1:90538-99961	9424	6923	0.3397	12.2868829999996	36.1683790000001
cluster_69:100462-105382	chr1:100462-105382	4921	1164	0.0990	1.69496799999999	17.11275
cluster_75:111432-117668	chr1:111432-117668	6237	3258	0.3001	6.48990000000009	21.6268840000001
cluster_77:118169-121573	chr1:118169-121573	3405	620	0.0866	0.646312999999999	7.464257
cluster_78:122074-131117	chr1:122074-131117	9044	5189	0.0425	2.26825099999998	53.349869
cluster_81:135046-143383	chr1:135046-143383	8338	4875	0.4002	4.86240000000003	12.148932
cluster_89:145320-147601	chr1:145320-147601	2282	336	0.0651	0.727104000000001	11.175967
cluster_93:148102-155632	chr1:148102-155632	7531	2815	0.0939	1.69654099999999	18.072171
cluster_94:156133-159031	chr1:156133-159031	2899	362	0.1064	0.805028000000001	7.568176
cluster_96:163876-168445	chr1:163876-168445	4570	2502	0.1040	1.30556499999999	12.5500909999999
cluster_97:168946-175405	chr1:168946-175405	6460	2853	0.2182	3.65079999999999	16.729435
cluster_99:175906-180921	chr1:175906-180921	5016	2016	0.1096	1.69010699999997	15.419888
cluster_101:181422-185701	chr1:181422-185701	4280	3037	0.0986	1.664128	16.885094
cluster_102:186202-193471	chr1:186202-193471	7270	1192	0.0735	1.23769899999999	16.841495
cluster_104:193972-197543	chr1:193972-197543	3572	1053	0.0697	0.216972000000001	3.11260299999999
cluster_107:201902-206852	chr1:201902-206852	4951	2312	0.0604	0.535611999999999	8.86181500000002
cluster_109:207353-210873	chr1:207353-210873	3521	2036	0.0943	1.288503	13.669945
