cluster_6:1-9898	chr1:1-9898	9898	2404	0.1303	3.36127099999999	25.801536
cluster_23:21515-29830	chr1:21515-29830	8316	2557	0.0874	1.62165299999999	18.544264
cluster_26:30331-37104	chr1:30331-37104	6774	4900	0.0184	0.893006999999996	48.4943049999998
cluster_32:42898-46207	chr1:42898-46207	3310	87	0.0528	0.080095	1.517124
cluster_34:46708-52868	chr1:46708-52868	6161	3783	0.0707	2.874687	40.6777799999995
cluster_36:53369-57820	chr1:53369-57820	4452	238	0.0491	0.405369	8.257222
cluster_38:58321-64871	chr1:58321-64871	6551	4018	0.0948	1.73477099999999	18.3076879999999
cluster_55:75917-85449	chr1:75917-85449	9533	374	0.0480	0.346794999999999	7.223063
cluster_67:90538-99961	chr1:90538-99961	9424	7344	0.3520	13.2074909999996	37.5216429999998
cluster_69:100462-105382	chr1:100462-105382	4921	955	0.1401	1.40670299999999	10.04393
cluster_75:111432-117668	chr1:111432-117668	6237	4178	0.3537	11.2468979999999	31.7937109999999
cluster_77:118169-121573	chr1:118169-121573	3405	677	0.1009	0.877965999999998	8.70160500000001
cluster_78:122074-131117	chr1:122074-131117	9044	5298	0.1744	10.7862669999999	61.8429589999991
cluster_81:135046-143383	chr1:135046-143383	8338	5508	0.2798	4.70126000000003	16.7993869999999
cluster_89:145320-147601	chr1:145320-147601	2282	325	0.0514	0.637546	12.413619
cluster_93:148102-155632	chr1:148102-155632	7531	3041	0.0567	1.36653799999999	24.09848
cluster_94:156133-159031	chr1:156133-159031	2899	528	0.0597	0.70414	11.786936
cluster_96:163876-168445	chr1:163876-168445	4570	2418	0.1325	1.58201599999999	11.936826
cluster_97:168946-175405	chr1:168946-175405	6460	2874	0.1378	2.067948	15.009202
cluster_99:175906-180921	chr1:175906-180921	5016	2014	0.1238	1.71542899999999	13.860073
cluster_101:181422-185701	chr1:181422-185701	4280	3044	0.1930	3.369745	17.458399
cluster_102:186202-193471	chr1:186202-193471	7270	1659	0.1223	4.67982800000002	38.26844
cluster_104:193972-197543	chr1:193972-197543	3572	1587	0.1323	0.573569999999999	4.335252
cluster_107:201902-206852	chr1:201902-206852	4951	1783	0.2119	1.46900999999999	6.93140999999999
cluster_109:207353-210873	chr1:207353-210873	3521	1957	0.0474	0.669932	14.132657
cluster_116:211374-215232	chr1:211374-215232	3859	972	0.1620	2.135456	13.184539
cluster_121:223506-228447	chr1:223506-228447	4942	2626	0.6662	52.1972639999999	78.3453059999998
cluster_122:228948-239278	chr1:228948-239278	10331	3894	0.0471	1.22844599999998	26.08269
cluster_129:239779-245438	chr1:239779-245438	5660	40	0.0452	0.007736	0.171304
cluster_130:245939-248503	chr1:245939-248503	2565	956	0.0299	1.432369	47.935785
cluster_132:249004-253304	chr1:249004-253304	4301	1956	0.1034	2.656869	25.684773
cluster_134:253805-259968	chr1:253805-259968	6164	5197	0.1652	4.90658000000005	29.7027430000001
cluster_139:265752-270048	chr1:265752-270048	4297	1317	0.1063	4.445947	41.8440320000001
cluster_142:270549-275273	chr1:270549-275273	4725	1705	0.0675	0.837788999999995	12.416334
cluster_143:275774-283165	chr1:275774-283165	7392	2994	0.1715	8.27946099999998	48.264165
cluster_144:283666-287321	chr1:283666-287321	3656	2850	0.0628	0.356195999999999	5.66984600000002
cluster_146:287822-292774	chr1:287822-292774	4953	2057	0.2769	6.50952900000005	23.5063540000001
cluster_147:293275-297612	chr1:293275-297612	4338	2081	0.0588	1.297641	22.073133
