cluster_6:1-9898	chr1:1-9898	9898	2313	0.1301	2.68878999999999	20.6670560000001
cluster_8:10399-14520	chr1:10399-14520	4122	18	0.0564	0.001452	0.025765
cluster_23:21515-29830	chr1:21515-29830	8316	2906	0.0843	1.91677	22.735609
cluster_26:30331-37104	chr1:30331-37104	6774	4101	0.3071	21.3916970000001	69.6608859999997
cluster_32:42898-46207	chr1:42898-46207	3310	168	0.0492	0.174131	3.538609
cluster_34:46708-52868	chr1:46708-52868	6161	3789	0.1186	4.77098200000005	40.2381419999991
cluster_36:53369-57820	chr1:53369-57820	4452	408	0.2599	2.3181	8.91842799999999
cluster_38:58321-64871	chr1:58321-64871	6551	4015	0.1152	1.93826899999999	16.8205999999999
cluster_43:65372-68346	chr1:65372-68346	2975	16	0.0155	0.006463	0.415733
cluster_55:75917-85449	chr1:75917-85449	9533	431	0.0377	0.250836	6.65800899999999
cluster_67:90538-99961	chr1:90538-99961	9424	7246	0.3849	15.2264579999996	39.5547450000001
cluster_69:100462-105382	chr1:100462-105382	4921	902	0.0734	0.756220999999996	10.308816
cluster_75:111432-117668	chr1:111432-117668	6237	4364	0.2982	10.2226589999999	34.282415
cluster_77:118169-121573	chr1:118169-121573	3405	587	0.2621	2.891717	11.03239
cluster_78:122074-131117	chr1:122074-131117	9044	5318	0.0834	4.55671099999999	54.6115609999996
cluster_81:135046-143383	chr1:135046-143383	8338	5328	0.3205	4.374754	13.650627
cluster_89:145320-147601	chr1:145320-147601	2282	421	0.0502	0.692351	13.785839
cluster_93:148102-155632	chr1:148102-155632	7531	3038	0.0565	1.244663	22.0455770000001
cluster_94:156133-159031	chr1:156133-159031	2899	525	0.0626	0.808254999999999	12.911697
cluster_96:163876-168445	chr1:163876-168445	4570	2424	0.1250	1.58279999999999	12.661572
cluster_97:168946-175405	chr1:168946-175405	6460	2762	0.1143	1.473363	12.889608
cluster_99:175906-180921	chr1:175906-180921	5016	2012	0.1195	1.69990199999999	14.223263
cluster_101:181422-185701	chr1:181422-185701	4280	3032	0.1383	2.26140099999999	16.35312
cluster_102:186202-193471	chr1:186202-193471	7270	1578	0.1401	4.89106500000003	34.9021910000001
cluster_104:193972-197543	chr1:193972-197543	3572	1549	0.0720	0.347208999999997	4.823654
cluster_107:201902-206852	chr1:201902-206852	4951	1847	0.1355	0.910214999999998	6.715116
cluster_109:207353-210873	chr1:207353-210873	3521	1955	0.0682	1.019431	14.954622
cluster_116:211374-215232	chr1:211374-215232	3859	941	0.0579	0.361991999999999	6.254719
cluster_121:223506-228447	chr1:223506-228447	4942	2690	0.6403	53.338025	83.3079740000001
cluster_122:228948-239278	chr1:228948-239278	10331	3811	0.0405	1.01966	25.200445
cluster_129:239779-245438	chr1:239779-245438	5660	39	0.1363	0.047841	0.351105
cluster_130:245939-248503	chr1:245939-248503	2565	961	0.0450	2.204723	48.9581939999999
cluster_132:249004-253304	chr1:249004-253304	4301	1930	0.1370	3.36519199999998	24.561973
